


Date,Time,Session Title,Count,Speed,Unit,Pitch View,Pitch Zone,Pitch Type,Player Name,Sport,Activity,Video
8/2/2025,7:09:43 PM,,277,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:09:47 PM,,278,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:09:50 PM,,279,30,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:11:19 PM,,280,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:11:19 PM,,281,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:11:20 PM,,282,30,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:11:23 PM,,283,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:11:24 PM,,284,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:11:31 PM,,285,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:12:01 PM,,286,27,MPH,,,,Temp Temp,Football,In-game speed,NO
